repo_fullname,commits_avg_added,commits_avg_files_changed,commits_avg_message_length,commits_avg_per_day_real,commits_avg_removed,commits_count,commits_days_since_first,commits_days_since_last,commits_max_per_day,commits_total_lines_added,commits_total_lines_removed,contributors_count,contributors_top_avg_additions,contributors_top_avg_commits,contributors_top_avg_deletions,contributors_top_avg_participation_week,forks_avg_max_per_day,forks_count,issues_avg_body_length,issues_avg_comment_length,issues_avg_comments,issues_avg_labels,issues_avg_per_day,issues_avg_per_day_real,issues_avg_title_length,issues_count,issues_labels,issues_max_per_day,issues_open,issues_total_comments,pulls_avg_body_length,pulls_avg_comments,pulls_avg_Commits,pulls_avg_created_per_day_real,pulls_avg_files_changed,pulls_avg_labels,pulls_avg_lines_added,pulls_avg_lines_removed,pulls_avg_review_comments,pulls_avg_title_length,pulls_count,pulls_max_created_per_day,pulls_total_lines_added,pulls_total_lines_removed,releases_avg_assets,releases_avg_assets_downloads,releases_avg_assets_size,releases_avg_body_length,releases_avg_title_length,releases_count,releases_tags,releases_total_downloads,repo_age_days,repo_branches,repo_deployments,repo_languages,repo_milestones,repo_network_members,repo_readme_length,repo_size,repo_topics,repo_watchers,repo_workflows,stars_avg_per_day_real,stars_count,stars_max_per_day,wf_avg_duration,wf_avg_fails_per_day,wf_avg_failure_duration,wf_avg_success_duration,wf_avg_successes_per_day_real,wf_count,labels
awslabs/aws-lex-browser-audio-capture,526,5,57,1,35,19,1765,1341,3,10000,656,2,109,4,1,2,2,78,391,503,2,0,0,1,46,27,2,2,10,71,639,3,1,1,1,0,4,4,0,40,2,1,9,8,0,0,0,96,20,1,1,0,1765,1,0,3,0,78,5325,144,0,149,0,1,149,2,0,0,0,0,0,0,1
zhangguanzhang/Installer,181,5,48,2,47,20,952,248,6,3621,930,1,345,8,33,5,5,55,2430,67,1,0,0,1,24,6,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,1,0,4,0,56,14784,88,6,149,0,1,149,23,0,0,0,0,0,0,0
rovo89/XposedExamples,167,5,17,2,0,2,2918,2918,2,333,0,1,166,2,0,1,2,89,111,163,1,0,0,1,34,3,0,2,3,3,141,3,2,1,17,0,473,61,0,14,1,1,473,61,0,0,0,0,0,0,0,0,2918,1,0,1,0,89,80,236,0,142,0,1,142,2,0,0,0,0,0,0,1
jhades/angularjs-gulp-example,1,1,16,1,1,1,2243,2243,1,1,1,2,3,9,2,3,2,82,0,1754,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2553,1,0,3,0,82,0,106,0,143,0,1,143,3,0,0,0,0,0,0,1
Noisyfox/sysproxy,69,1,28,3,2,15,1960,1006,6,1035,26,2,69,7,1,2,2,57,65,71,1,0,0,1,26,9,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,1,0,1,0,99,1009,18,0,149,0,1,149,2,0,0,0,0,0,0,0
mpetkov/ng2-finance,395,8,67,6,125,367,1974,1524,22,145032,45940,1,274,361,108,23,3,74,141,129,1,0,0,1,34,5,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,4,0,4,0,74,2294,1166,5,149,0,1,149,4,0,0,0,0,0,0,1
Yang0615777/sendMail,44,1,17,2,1,7,363,249,5,310,8,1,44,7,1,3,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,1,0,1,0,52,1964,575,0,149,0,2,149,11,0,0,0,0,0,0,0
swoole/redis-async,31,2,20,3,4,17,2711,2692,6,531,75,1,19,15,4,4,2,63,94,68,0,0,0,1,23,8,0,1,5,7,0,0,2,1,1,0,15,0,0,20,1,1,15,0,0,0,0,0,0,0,0,0,2711,1,0,1,0,63,696,195,0,148,0,1,148,4,0,0,0,0,0,0,1
YianAndCode/Comment2Wechat,1,1,16,1,1,1,305,305,1,1,1,1,115,7,0,4,3,44,0,89,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2082,1,0,1,0,52,0,103,3,141,0,1,141,3,0,0,0,0,0,0,0
DMTF/Redfishtool,74,3,70,2,12,127,2010,395,4,9352,1545,11,172,7,86,4,1,50,711,400,1,0,0,1,42,98,19,3,11,194,47,1,7,1,3,1,86,0,0,31,1,1,86,0,0,0,0,272,5,15,15,0,2010,1,0,1,0,52,36934,265,1,148,0,1,148,2,0,0,0,0,0,0,0
Tombarr/html-resume-template,140,3,30,2,28,11,1374,401,3,1544,303,1,140,11,27,3,2,62,59,269,0,0,0,1,25,11,1,2,6,3,45,0,1,1,1,0,18,16,0,17,5,2,92,84,0,0,0,0,0,0,0,0,1374,2,6,3,0,63,2238,1385,5,149,0,1,149,9,0,0,0,0,0,0,1
Kubessandra/react-google-calendar-api,2,2,5,1,2,1,73,73,1,2,2,7,227,13,78,3,2,47,0,275,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,13,0,3,0,57,0,2071,5,145,0,1,100,2,0,0,0,0,0,0,0
vim-scripts/c.vim,561,12,292,1,371,57,7352,3681,2,31973,21161,0,0,0,0,0,1,62,56,115,0,0,0,1,22,4,0,2,3,1,75,0,2,1,27,0,7549,3098,0,22,3,1,22648,9295,0,0,0,0,0,0,0,0,4156,1,0,6,0,68,2329,1942,0,147,0,1,147,7,0,0,0,0,0,0,0
CalebCurry/python,2,1,62,1,2,1,427,427,1,2,2,2,82,18,41,2,9,91,30,0,0,0,0,2,21,15,0,9,13,0,26,0,1,1,1,0,13,0,0,21,12,9,160,4,0,0,0,0,0,0,0,0,736,1,0,2,0,93,0,1026,0,140,0,1,140,3,0,0,0,0,0,0,0
heroku/heroku.py,17,1,43,2,3,114,3784,48,21,1889,311,13,6,2,2,1,2,53,313,141,1,0,0,1,39,60,0,5,26,78,182,1,15,1,5,0,717,90,0,37,9,1,6461,814,0,0,0,0,0,0,0,0,3754,2,0,1,0,64,4591,77,0,145,0,1,145,65,0,0,0,0,0,0,0
somewherewarm/woocommerce-subscribe-all-the-things,90,3,64,4,41,581,2443,808,20,52528,23921,13,69,38,44,7,2,52,630,445,3,0,0,1,46,436,377,6,1,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,136249,743,7,20,20,508,2443,42,0,4,2,52,1517,833,2,148,0,1,148,3,0,0,0,0,0,0,1
tpeng/weibosearch,0,0,0,0,0,0,0,0,0,0,0,1,374,3,39,3,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418,1,0,1,0,59,0,123,0,141,0,0,0,0,0,0,0,0,0,0,1
suin/iptables,36,1,27,3,10,15,3513,2982,7,547,145,2,38,7,10,1,2,63,78,17,1,0,0,1,14,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3513,1,0,1,0,68,78,183,0,142,0,1,142,28,0,0,0,0,0,0,1
hakimel/404,3,1,24,1,1,1,3894,3894,1,3,1,1,267,2,0,1,2,61,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3894,1,0,1,0,63,0,328,0,148,0,1,148,28,0,0,0,0,0,0,1
tobybreckon/python-examples-cv,2,2,26,1,4,1,22,22,1,2,4,2,47,104,19,26,2,61,0,546,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2,0,2,0,63,0,470,3,146,0,1,146,3,0,0,0,0,0,0,1
jansenfelipe/cpf-gratis,0,0,0,0,0,0,0,0,0,0,0,4,173,12,133,4,1,69,0,642,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2725,2,0,1,0,72,0,86,2,145,0,1,100,4,0,0,0,0,0,0,0
gitterHQ/services,95,5,42,3,12,256,2933,1353,29,24309,3044,29,75,7,17,2,2,76,177,128,3,0,0,1,28,48,0,7,1,170,146,0,2,1,8,0,180,0,0,21,1,1,180,0,0,0,0,0,0,0,0,0,2933,4,0,2,0,82,63,686,0,142,0,1,142,2,0,0,0,0,0,0,0
shekhargulati/spring-boot-maven-angular-starter,1046,6,32,5,305,23,1608,702,12,24061,7026,2,1148,10,346,2,3,97,3408,99,0,0,0,1,35,15,13,2,3,9,6634,0,1,1,1,2,133,166,0,43,3,1,401,500,0,0,0,0,0,0,0,0,1608,4,0,5,0,100,3059,742,0,149,0,1,149,12,0,0,0,0,0,0,1
ekymoz/homeRoughEditor,16,2,20,1,18,1,1373,1373,1,16,18,1,1072,6,3,1,2,62,0,338,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373,1,0,3,0,62,0,249,6,141,0,1,141,3,0,0,0,0,0,0,1
Raz0r/aemscan,59,4,73,2,2,10,1359,248,4,592,23,4,71,2,2,1,2,49,1142,97,0,0,0,1,25,13,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,3,0,1,0,51,1038,17,4,145,0,1,145,12,0,0,0,0,0,0,0
colinmeinke/ghost-storage-adapter-s3,184,1,63,2,19,52,2029,1160,7,9589,979,14,225,3,21,1,2,69,2746,287,1,0,0,1,41,92,32,4,34,156,5877,0,1,1,1,0,163,152,0,46,22,4,3586,3352,0,0,0,244,6,20,20,0,2029,22,0,1,0,72,6425,1604,4,147,0,1,147,2,0,0,0,0,0,0,0
legendmohe/LEHome,61,3,99,2,29,375,4474,2177,10,22733,11035,1,75,365,44,75,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2999,1,0,2,0,66,6632,1225,0,141,0,1,141,2,0,0,0,0,0,0,1
loiane/angular2-crud-rest,130,11,29,5,64,21,2019,1840,9,2727,1346,1,121,20,58,2,2,93,1997,157,0,0,0,1,44,9,1,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,0,4,0,95,1090,30,6,148,0,1,148,3,0,0,0,0,0,0,1
sameersbn/docker-apt-cacher-ng,1,1,59,1,1,1,35,35,1,1,1,7,7,27,5,9,1,63,0,152,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2832,6,0,3,0,66,0,105,0,141,0,1,141,2,0,0,0,0,0,0,1
frevib/mit-cs-math-6042-fall-2010-problems,1,1,14,1,1,1,1676,1676,1,1,1,1,0,3,0,1,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676,1,0,0,0,56,0,1854,0,142,0,0,0,0,0,0,0,0,0,0,0
Viber/viber-bot-python,69,4,31,3,28,112,1958,428,18,7731,3147,10,90,9,43,3,2,68,103,90,0,0,0,1,33,11,0,2,2,4,218,0,1,1,1,0,4,1,0,36,2,1,9,2,0,0,0,0,0,0,0,0,1961,1,0,1,0,68,21476,170,0,148,0,1,148,3,0,0,0,0,0,0,0
gabrielfroes/tic-tac-toe,61,2,40,1,12,4,1093,1072,2,243,49,2,79,1,15,1,9,95,169,211,0,0,0,1,33,31,0,8,27,28,180,0,2,1,3,0,128,28,0,36,25,4,3222,713,0,0,0,0,0,0,0,0,1094,1,0,3,0,96,292,4,0,145,0,1,145,8,0,0,0,0,0,0,0
alvesoaj/JoystickView,63,3,23,3,33,34,3676,1008,12,2128,1125,2,7,1,4,1,2,60,165,107,1,0,0,1,12,6,1,1,1,11,414,0,1,1,1,0,11,7,0,14,1,1,11,7,0,0,0,0,0,0,0,0,3676,1,0,1,0,60,10590,84,0,144,0,1,144,6,0,0,0,0,0,0,1
cgygd/vue2-countdown,75,2,14,5,20,19,1935,785,9,1428,386,1,93,17,32,4,2,59,78,150,2,0,0,1,19,15,1,2,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935,1,10,3,0,59,2599,23,3,148,0,1,148,3,0,0,0,0,0,0,1
0x09AL/DropboxC2C,1,1,14,1,1,1,1259,1259,1,1,1,2,4,1,5,1,5,67,0,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742,1,0,2,0,68,0,445,0,145,0,1,145,6,0,0,0,0,0,0,1
codekerala/data-viewer-laravel-vuejs,2151,13,15,2,770,8,1967,970,3,17210,6161,2,2151,4,770,2,3,68,286,147,1,0,0,1,38,4,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,1,0,4,0,71,746,1072,0,143,0,1,143,18,0,0,0,0,0,0,0
TeamHG-Memex/arachnado,77,4,55,3,26,255,2492,1403,12,19589,6688,6,56,31,24,6,2,62,1713,181,0,0,0,1,32,41,6,3,21,28,6976,0,1,1,1,0,15,6,0,35,5,1,76,32,0,0,0,0,0,0,0,0,2492,11,0,5,0,63,1795,1063,0,148,0,1,148,2,0,0,0,0,0,0,1
mahong125/iOS_Resource_Summary,65,1,21,3,3,14,2294,1458,6,913,36,2,86,5,1,1,2,59,6,0,0,0,0,1,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294,3,0,0,0,68,24132,15,0,149,0,1,149,6,0,0,0,0,0,0,0
EatHeat/FloatingExample,1,1,51,1,7,1,3029,3029,1,1,7,2,106,3,1,2,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3128,1,0,1,0,59,0,1012,0,146,0,1,100,9,0,0,0,0,0,0,0
pekkaroi/bldc-drive,1252,12,65,1,1192,1,1534,1534,1,1252,1192,1,4848,29,135,12,3,74,321,589,4,0,0,1,31,15,0,2,12,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2330,2,0,3,0,83,0,1049,0,146,0,1,146,3,0,0,0,0,0,0,1
RobHofmann/HomeAssistant-GreeClimateComponent,1,1,42,1,1,1,61,61,1,1,1,15,26,4,7,2,0,0,0,961,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,35,11,11,0,1360,1,0,1,0,55,5395,101,0,143,0,0,0,0,0,0,0,0,0,0,1
dart-bitcoin/bitcoin_flutter,128,4,45,3,36,88,1267,361,11,11284,3201,11,106,6,30,2,2,74,464,235,1,0,0,1,38,67,1,3,21,133,50,1,5,1,11,0,246,416,1,32,6,1,1481,2497,0,0,0,0,0,0,0,0,1267,1,0,1,0,85,4249,142,0,149,0,1,149,4,0,0,0,0,0,0,0
alivx/CIS-Ubuntu-20.04-Ansible,12,3,106,1,12,1,8,8,1,12,12,10,156,5,41,2,2,75,0,166,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,4,0,3,0,78,0,812,16,143,0,1,143,3,0,0,0,0,0,0,1
nayrnet/node-hikvision-api,209,2,34,2,10,6,2231,2111,3,1253,62,2,229,2,8,1,2,54,593,425,1,0,0,1,30,11,0,2,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231,1,0,1,0,57,3774,18,0,148,0,1,148,2,0,0,0,0,0,0,0
xtensor-stack/xtl,145,3,55,2,30,489,1664,128,11,70720,14576,28,124,11,32,5,2,65,592,236,1,0,0,1,34,258,20,6,18,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,2,0,3,0,66,1947,722,0,149,0,1,149,3,0,0,0,0,0,0,1
gregrahn/join-order-benchmark,687,30,65,2,22,12,2039,1088,3,8242,266,4,484,2,20,1,2,56,378,167,0,0,0,1,33,14,0,1,7,12,106,0,1,1,1,0,1,1,0,16,1,1,1,1,0,0,0,0,0,0,0,0,2039,1,0,0,0,57,2692,82,3,147,0,1,147,2,0,0,0,0,0,0,0
jonasbostoen/simple-neural-network,11,1,39,3,1,15,1466,1327,8,169,8,1,23,15,12,4,2,85,546,0,0,0,0,1,27,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466,1,0,1,0,85,867,12,5,148,0,1,148,2,0,0,0,0,0,0,1
stevebest/passport-vkontakte,33,2,42,3,9,103,3818,536,12,3387,978,15,32,5,12,2,2,53,689,218,2,0,0,1,34,60,2,3,9,146,0,1,2,1,1,0,3,3,0,27,1,1,3,3,0,0,0,0,0,0,0,0,3564,1,0,2,0,57,10792,95,6,148,0,1,148,3,0,0,0,0,0,0,0
example42/puppi,66,3,60,2,22,455,3933,317,11,30080,10066,31,71,9,26,4,2,88,780,324,1,0,0,1,44,159,0,4,17,309,143,1,5,1,1,0,23,8,1,43,4,2,94,34,0,0,0,0,0,0,0,0,4014,7,0,4,0,90,9493,517,0,148,0,1,148,42,0,0,0,0,0,0,0
konveyor/pelorus,150,5,263,2,74,185,1167,4,4,27723,13600,32,168,5,93,3,2,63,524,432,1,0,0,1,47,399,371,9,74,542,770,4,13,1,15,1,310,35,6,32,9,1,2790,320,0,0,0,1412,19,15,15,0,1167,6,0,4,2,65,1990,1606,0,143,12,1,143,9,0.073616717,0,0.0303767,0.043240017,14,64,0
Aus0049/react-component,46,1,13,1,44,1,1543,1543,1,46,44,1,125,287,87,31,2,82,0,116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,1,0,3,0,82,0,1729,0,145,0,1,145,3,0,0,0,0,0,0,1
wesleygrimes/angular-ngrx-chuck-norris,3,1,118,1,3,1,852,852,1,3,3,3,1343,6,1419,3,2,70,0,80,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,27,0,4,0,71,0,1085,5,144,0,1,144,2,0,0,0,0,0,0,1
AmpersandJS/ampersand-state,60,2,64,3,23,366,2964,1624,10,22054,8336,32,85,6,32,2,2,78,492,297,4,0,0,1,44,261,177,5,49,1062,539,2,2,1,1,1,580,8,0,53,14,2,8133,112,0,0,0,0,0,0,0,0,2937,10,0,1,0,78,32524,672,2,144,0,1,144,2,0,0,0,0,0,0,0
vanilla-php/benchmark-php,6,1,19,1,0,1,337,337,1,6,0,4,26,7,12,3,2,83,0,249,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2959,1,0,1,0,87,0,25,3,143,0,1,143,3,0,0,0,0,0,0,1
Automedon/CodeWars-7-kyu-Soluitions,20,1,34,8,0,1036,1302,517,40,20835,152,1,20,1036,0,35,1,67,363,326,1,0,0,1,57,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,1,0,2,0,67,612,1106,6,150,0,1,150,3,0,0,0,0,0,0,0
mayeranalytics/pySX127x,68,2,37,3,21,65,2368,913,15,4448,1339,4,70,15,21,4,2,62,605,541,3,0,0,1,32,40,11,3,16,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368,1,0,1,0,88,13494,100,0,143,0,1,143,2,0,0,0,0,0,0,1
happyalu/Flite-TTS-Engine-for-Android,118,4,66,3,53,117,4391,1894,13,13783,6237,2,148,56,90,12,2,84,211,141,3,0,0,1,95,3,0,1,2,11,307,4,12,1,12,0,317,86,0,75,2,1,634,172,0,0,0,0,0,0,0,0,4388,2,0,5,1,91,3431,584,0,147,0,1,147,4,0,0,0,0,0,0,0
stefanesser/IDA-IOS-Toolkit,162,1,48,4,0,4,3858,3858,4,648,0,1,162,4,0,1,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3858,1,0,0,0,53,0,111,0,149,0,1,149,34,0,0,0,0,0,0,0
beginor/DesignPatterns,141,7,26,2,21,42,3726,476,4,5934,875,3,148,13,23,4,1,66,58,20,1,0,0,1,22,4,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3726,1,0,1,0,70,22,84,0,147,0,1,147,2,0,0,0,0,0,0,0
sandai/30nichideosjisaku,5084,49,14,3,7,6,3535,3534,5,30503,41,1,5083,6,6,1,2,28,82,0,0,0,0,1,15,1,0,1,1,0,82,0,1,1,1,0,2,2,0,15,1,1,2,2,0,0,0,0,0,0,0,0,3534,1,0,1,0,51,10778,280,0,148,0,1,147,8,0,0,0,0,0,0,0
FredericGodin/DynamicCNN,30280,3,44,2,8,11,2384,1752,5,333085,87,2,7,2,2,2,2,52,740,324,1,0,0,1,40,15,0,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2346,1,0,1,0,55,1673,1385,0,149,0,1,149,8,0,0,0,0,0,0,0
JRC1995/Abstractive-Summarization,265,1,28,4,240,92,1640,823,19,24400,22064,1,354,91,329,13,2,54,622,1077,9,0,0,1,56,17,0,2,3,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,1,0,1,0,56,25263,338,8,143,0,1,143,3,0,0,0,0,0,0,1
Bukkit/SamplePlugin,35,3,44,1,11,13,4107,2876,2,454,137,8,34,1,10,1,2,85,226,138,1,0,0,1,39,18,0,1,3,20,504,1,1,1,1,0,3,2,0,36,2,1,6,5,0,0,0,0,0,0,0,0,4106,1,0,1,0,89,0,194,0,147,0,1,147,21,0,0,0,0,0,0,0
AnthonyMRios/pymetamap,26,2,67,2,4,47,2629,618,7,1201,192,5,29,7,4,4,2,60,515,385,3,0,0,1,39,54,7,2,9,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,3,0,1,0,61,2682,47,5,144,0,1,144,2,0,0,0,0,0,0,1
krambertech/spa-webinar,194,4,23,2,29,12,2213,1900,5,2328,350,2,220,5,40,2,2,78,297,81,1,0,0,1,39,4,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213,2,0,3,0,80,53581,101,0,144,0,1,144,5,0,0,0,0,0,0,1
rdy/fixture_builder,1,1,17,1,1,1,899,899,1,1,1,15,17,6,7,2,2,54,0,199,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4714,4,0,1,0,56,0,121,0,146,0,1,100,42,0,0,0,0,0,0,1
louwrentius/fio-plot,40,2,34,4,25,442,1823,40,37,17880,10968,9,42,48,29,6,2,53,2042,433,3,0,0,1,46,74,12,3,10,256,449,5,2,1,4,0,117,71,0,47,1,1,117,71,0,0,0,161,36,13,13,0,1823,5,0,3,0,53,15840,848,0,149,0,1,149,3,0,0,0,0,0,0,0
wangshub/python-vad,49,1,11,2,1,4,1777,1555,3,195,2,0,0,0,0,0,2,62,175,139,1,0,0,1,43,4,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777,1,0,1,0,62,768,3,0,145,0,1,145,3,0,0,0,0,0,0,0
bitfumes/vue3-for-beginners,241,3,28,7,13,65,549,541,16,15692,848,1,243,65,15,2,4,82,150,40,0,0,0,1,43,4,0,2,3,1,290,0,1,1,1,0,18,2,0,36,1,1,18,2,0,0,0,0,0,0,0,0,546,1,0,5,0,82,1484,521,0,148,0,1,148,5,0,0,0,0,0,0,0
frizb/MSF-Venom-Cheatsheet,9,1,26,4,5,16,1300,1072,7,141,86,1,8,16,5,3,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,1,0,0,0,52,7887,954,7,143,0,1,143,3,0,0,0,0,0,0,1
fmtn/a,25,2,149,3,8,321,2951,66,17,8035,2689,10,37,18,15,5,2,52,11476,198,0,0,0,1,38,133,71,3,13,115,12511,0,1,1,1,1,1,1,0,41,10,2,10,10,1,217,13242288,235,13,20,20,8248,2951,11,0,4,0,53,14260,586,4,148,2,1,148,2,0.126666667,0,0.066903935,0.059762731,2,4,0
tryolabs/aws-workshop,164,3,41,4,16,167,1612,323,27,27311,2693,9,77,8,15,2,2,41,2009,78,0,0,0,1,34,27,17,5,11,4,4998,0,33,1,8,1,271,192,0,35,7,2,1897,1346,0,0,0,0,0,0,0,0,1612,13,0,5,0,73,2411,963,0,145,0,1,145,13,0,0,0,0,0,0,0
Nebo15/logger_json,0,1,25,1,2,1,36,36,1,0,2,27,32,5,14,2,3,54,0,300,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,19,3,3,0,1844,2,0,1,0,58,0,295,9,147,0,0,0,0,0,0,0,0,0,0,1
tutorialzine/jQuery-Countdown,132,2,14,2,0,2,3745,3745,2,264,0,1,132,2,0,1,2,63,174,64,0,0,0,1,32,11,0,2,9,8,148,1,2,1,1,0,71,38,0,35,4,1,286,155,0,0,0,0,0,0,0,0,3745,1,0,1,0,65,1082,140,0,146,0,1,146,35,0,0,0,0,0,0,0
gt4dev/yet-another-tree-structure,281,9,20,2,0,2,1912,1912,2,562,0,1,281,2,0,1,3,71,154,130,0,0,0,1,29,4,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912,1,0,2,0,71,28,7,0,147,0,1,147,2,0,0,0,0,0,0,0
markveligod/examrank-02-03-04-05-06,67,3,27,2,25,87,673,34,8,5858,2206,9,79,7,21,2,2,57,259,163,0,0,0,1,27,13,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,1,0,4,0,61,3511,1609,9,145,0,1,145,3,0,0,0,0,0,0,1
Fundoo-Solutions/angularjs-modal-service,42,2,52,3,20,46,3243,2941,14,1909,906,8,30,1,19,1,2,68,246,202,1,0,0,1,40,34,0,2,17,45,491,0,1,1,1,0,7,2,0,43,1,1,7,2,0,0,0,0,0,0,0,0,3243,2,0,1,0,68,3119,357,0,147,0,1,147,7,0,0,0,0,0,0,0
pH-7/Simple-Java-Text-Editor,86,3,60,2,39,136,3617,126,10,11640,5319,13,79,8,48,3,1,73,219,165,2,0,0,1,31,41,2,2,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,181277,114,25,2,2,132,3617,2,10,1,0,74,1817,707,20,144,0,1,144,3,0,0,0,0,0,0,1
wuda0112/mysql-tester,206,4,19,5,164,59,1118,584,21,12146,9648,0,0,0,0,0,2,70,747,71,1,0,0,1,21,10,1,1,2,18,7263,5,1,1,1,1,1,1,0,70,1,1,1,1,2,501,12967420,27,5,3,3,3010,1118,2,0,1,0,71,4464,303,2,142,0,1,142,2,0,0,0,0,0,0,0
spring-projects/spring-guice,46,3,162,1,0,1,11,11,1,46,0,7,89,11,50,4,0,0,0,311,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907,1,0,1,0,52,9245,346,0,143,0,1,100,2,0,0,0,0,0,0,1
